,source_name,source_link,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,fatality_count,injury_count,event_import_source,event_import_id,admin_division_name,admin_division_population,longitude,latitude,Country_Name,event_year,event_month,event_week,event_day,event_date_hour,event_date_minute
6100,2113,748,3642,0,5,3,1,5,0,1,3376,343,17748,75,33,56,2011,4,15,17,0,0
6101,1319,5696,1788,6,5,3,1,1,0,1,1977,143,253788,92,21,10,2010,6,24,15,4,0
6102,75,240,3696,4,8,12,1,0,0,1,7915,50,2985,6,45,42,2015,8,35,27,8,30
6103,1824,2607,8318,0,5,7,1,15,0,1,1813,330,90894,97,25,84,2010,5,18,3,9,0
6104,1351,5961,378,4,5,11,1,0,0,1,8975,842,0,100,0,57,2015,11,47,22,9,0
6105,2903,1984,4126,1,6,3,2,0,0,1,2803,833,13495,-122,47,134,2010,12,49,10,0,0
6106,1767,2409,1026,6,5,3,2,0,0,1,4237,507,4384,150,-33,7,2012,3,9,2,19,45
6107,2289,1007,2669,6,5,11,1,0,0,1,4868,231,2536,-84,34,134,2013,5,20,19,0,0
6108,66,2095,4532,6,8,1,1,0,0,1,9490,282,1495,77,31,56,2016,8,35,29,23,0
6109,1045,0,7517,0,5,3,3,0,0,1,8587,552,6009,-122,45,134,2012,6,23,5,15,10
6110,2315,4283,239,0,5,3,1,0,0,1,3286,109,2969,-122,37,134,2011,3,12,24,15,0
6111,1522,6347,5675,0,6,3,1,0,0,1,3464,821,2386,-73,44,134,2011,5,18,4,2,0
6112,68,1094,6006,4,5,13,0,6,2,1,5772,115,0,125,10,98,2014,1,3,13,9,0
6113,1342,5830,368,2,5,11,2,0,0,1,6011,749,20254,76,11,56,2014,5,18,4,0,0
6114,925,4563,690,1,5,1,1,0,0,1,7275,343,7750,75,34,56,2015,7,30,24,0,0
6116,2442,1378,759,4,5,11,1,1,0,1,464,178,0,125,7,98,2008,2,8,23,0,0
6117,2482,4797,8192,6,5,3,1,0,0,1,2500,432,75996,175,-40,87,2010,9,38,25,5,0
6118,2440,4665,8689,6,6,3,2,0,0,1,4083,90,35000,-61,10,127,2011,12,48,2,0,0
6119,2242,4049,8612,1,5,3,1,0,0,1,3270,109,8618,-123,38,134,2011,3,12,23,0,0
6120,3187,5823,4644,4,5,11,1,0,0,1,5611,807,2571,79,30,56,2013,10,42,18,9,0
6121,2572,1522,127,1,6,11,2,0,0,1,4893,714,3124,-103,44,134,2013,6,22,1,0,0
6122,822,3484,1524,6,7,11,2,0,0,1,59,605,42786,-73,45,24,2007,4,15,14,0,0
6123,2368,4508,1373,4,5,3,1,0,0,1,4061,737,12223,99,9,126,2011,11,47,23,0,0
6124,2964,2230,3974,4,5,3,0,0,0,1,5702,123,31965,109,-7,57,2013,12,51,20,15,0
6125,2327,4305,3315,2,5,11,0,0,0,1,4479,529,9664,123,7,98,2012,8,33,15,1,0
6126,2373,4531,6711,6,6,3,2,0,0,1,1602,508,7612,-72,40,134,2010,3,13,30,0,0
6127,2742,5763,8824,6,5,3,1,0,0,1,4566,125,107157,84,27,86,2012,9,38,18,0,0
6128,2277,987,1538,2,5,4,1,0,0,1,5148,438,26550,173,-41,87,2013,7,29,21,0,0
6129,2480,4796,1527,2,5,3,4,44,0,1,1520,839,150932,107,-7,57,2010,2,8,23,8,0
6130,1045,0,7524,0,5,3,3,0,0,1,8661,552,1737,-123,46,134,2012,3,11,12,16,58
6131,772,3835,5631,2,5,11,0,6,0,1,248,851,200000,83,28,86,2007,9,36,8,0,0
6132,3186,5773,406,6,5,3,4,0,0,1,5619,851,23693,83,27,86,2013,11,44,1,12,0
6133,1841,307,8486,4,5,3,1,0,0,1,2740,673,3032,-72,6,27,2010,11,46,20,0,0
6134,1045,0,7438,0,5,3,3,0,0,1,8293,552,1035,-123,45,134,2014,10,40,4,21,38
6135,1851,2727,1088,4,6,11,0,34,0,1,699,723,6483,-3,9,20,2008,8,32,9,0,0
6136,1833,2670,5537,2,6,3,1,1,0,1,1625,627,272691,-43,-22,17,2010,4,14,6,0,0
6137,966,4768,3045,6,8,11,2,0,0,1,9643,570,140849,100,5,78,2016,10,42,18,6,45
6138,2418,1182,3168,2,5,13,1,0,0,1,5374,165,3370,120,16,98,2013,8,34,19,0,0
6139,14,6645,6930,6,5,3,1,0,0,1,3198,828,2681,-80,36,134,2011,3,10,10,0,0
6140,2092,3487,8268,1,5,3,1,0,0,1,2108,843,49138,-82,38,134,2010,7,29,21,8,0
6141,1155,4439,627,6,5,11,2,0,0,1,6158,851,23296,83,28,86,2014,7,29,18,9,0
6142,3044,0,5734,6,5,3,1,0,0,1,5244,343,13838,76,34,56,2013,8,31,1,20,0
6143,2763,6026,8563,1,0,3,1,0,0,1,2494,93,33430,-127,50,24,2010,9,38,24,0,0
6144,1359,5973,1020,1,5,3,1,0,0,1,6274,683,28484,101,3,78,2014,10,43,20,9,0
6145,1109,5018,1455,4,5,1,1,0,0,1,7432,636,3214,-90,14,50,2015,9,39,23,0,0
6146,2849,1916,3841,1,5,3,1,0,0,1,4406,293,66501,111,27,26,2012,6,24,11,19,54
6147,2558,1488,3572,2,5,3,1,0,0,1,2748,121,25775,80,6,119,2010,11,47,24,0,0
6148,3113,4636,5706,6,5,11,1,0,0,2,4750,446,56859,-69,-32,5,2013,2,7,13,0,0
6149,2633,5257,5302,6,5,13,1,0,0,1,3071,532,1944,174,-35,87,2011,1,4,29,8,0
6150,2076,706,3920,6,5,13,1,8,0,1,1223,165,272714,120,16,98,2009,10,41,5,0,0
6151,2903,1985,236,1,5,11,1,0,0,1,4643,833,13495,-122,47,134,2012,11,48,30,0,0
6152,2360,4423,513,6,5,3,1,0,0,1,2429,512,1600,85,27,86,2010,9,37,14,0,0
6153,204,2537,1225,6,2,3,1,0,0,1,7043,93,1061,-121,50,24,2015,5,21,23,0,0
6154,2350,4388,8223,1,0,3,1,0,0,1,2338,24,874587,80,16,56,2010,8,34,26,9,0
6155,576,3562,7923,4,5,1,1,17,0,1,207,695,0,104,28,26,2007,8,34,25,0,0
6156,1045,0,4996,0,5,3,3,0,0,1,8857,552,4864,-122,45,134,2011,1,1,7,13,56
6157,1376,1707,393,6,5,3,1,0,0,1,8224,463,265331,92,23,56,2015,9,38,14,1,30
6158,2743,5835,8453,6,5,3,1,0,0,1,2495,350,17944,76,9,56,2010,9,38,24,1,0
6159,1196,1587,4104,0,5,1,0,174,52,1,6187,512,1600,85,27,86,2014,8,31,2,2,30
6160,2345,1059,3740,6,5,11,1,0,0,1,4844,516,1192,-82,35,134,2013,5,19,7,0,0
6161,2589,5173,1004,0,5,3,1,1,0,1,3483,313,0,72,41,70,2011,5,19,11,0,0
6162,1647,6635,7881,1,5,3,0,42,0,1,9372,697,32997,37,6,40,2016,5,19,11,0,0
6163,1403,5391,110,1,5,3,1,0,0,1,5846,109,4534,-123,38,134,2014,2,6,8,0,0
6164,509,3300,1530,6,5,3,1,0,1,1,6180,529,7784,124,8,98,2014,7,30,26,2,0
6165,1143,6786,5405,6,5,13,0,1,0,1,5774,115,28643,125,8,98,2014,1,3,13,9,0
6166,1045,0,7388,0,5,3,3,0,0,1,8357,552,4154,-124,43,134,2014,3,10,5,7,49
6167,2355,4392,1051,6,6,3,2,0,0,1,1448,516,2937,-80,36,134,2010,1,3,24,2,0
6168,477,622,6281,4,8,4,3,0,0,1,9325,746,0,120,22,123,2016,5,20,22,0,0
6169,2626,1561,3654,6,5,3,1,0,0,1,614,79,46427,88,26,56,2008,6,26,29,0,0
6170,2061,3371,644,4,6,13,1,9,0,1,2646,746,94188,121,24,123,2010,10,42,21,0,0
6171,1841,307,1959,4,5,3,1,1,0,1,2737,108,6224,-75,5,27,2010,11,46,20,0,0
6172,1045,0,5049,0,5,3,3,0,0,1,8041,552,2033,-123,44,134,2015,12,51,20,11,24
6173,1389,6783,1114,1,5,3,2,0,0,1,9268,682,12249,-2,57,133,2016,1,4,29,0,0
6174,2802,1759,4074,6,5,3,1,0,0,1,2414,269,32162,76,30,56,2010,9,36,11,16,0
6175,2719,5617,3234,0,5,7,1,5,0,1,540,553,64468,83,19,56,2008,5,20,18,0,0
6177,2250,4078,6706,1,5,3,1,0,0,1,1100,132,17043,89,26,14,2009,8,34,18,18,0
6178,2046,679,7262,2,5,3,1,0,0,1,3089,128,22283,123,10,98,2011,2,5,5,0,0
6179,760,3817,2465,6,5,1,2,0,0,1,9380,343,63035,74,34,56,2016,4,14,4,0,0
6180,2713,5595,2592,2,5,11,2,0,0,1,3799,157,1320,-107,37,134,2011,7,29,18,23,0
6181,1896,362,1386,2,5,13,1,0,0,1,5354,258,20636,42,42,44,2013,8,33,18,0,0
6182,1435,3531,1718,4,5,11,1,0,0,1,242,79,46427,88,26,56,2007,9,36,7,0,0
6183,3201,6089,4306,0,5,3,1,0,0,1,5737,680,228212,113,4,78,2013,12,1,30,0,0
6184,1779,2439,6757,4,5,3,1,0,0,1,1415,94,64409,114,4,18,2010,1,3,20,0,20
6185,387,598,2513,1,8,3,1,0,0,1,9559,804,2201,-110,39,134,2016,10,40,7,8,30
6186,1815,284,3849,4,5,3,1,7,0,1,4245,247,0,113,23,26,2012,3,10,6,19,35
6187,2415,1175,1751,2,5,3,1,4,0,1,5240,807,27702,78,30,56,2013,7,31,31,8,0
6188,1446,6140,2280,0,5,11,1,0,0,1,8925,109,1205,-124,41,134,2015,11,45,8,0,0
6189,3021,3057,4263,4,5,1,0,0,0,1,5560,300,485,-115,43,134,2013,9,39,29,0,0
6190,2064,3416,8348,2,5,3,1,0,0,1,4226,833,103019,-122,47,134,2012,2,8,22,1,30
6191,2800,6149,8195,6,5,3,1,0,0,1,3438,349,2764,-87,37,134,2011,4,17,28,0,0
6193,2436,4649,1045,0,5,3,1,2,0,1,3856,128,2116,124,9,98,2011,7,30,28,0,0
6194,1163,5183,706,6,5,1,1,0,0,1,6889,343,14711,74,34,56,2015,3,11,15,0,0
6195,1447,123,5294,7,5,3,1,0,0,1,3889,282,28217,76,31,56,2011,8,31,7,7,0
6196,3023,3103,2196,0,5,3,2,0,0,1,5733,682,151592,-2,56,133,2013,12,52,29,16,0
6197,815,966,2320,4,8,4,1,0,0,1,9487,857,9577,-110,43,134,2016,8,34,27,14,30
6198,1530,1988,7679,6,6,3,2,0,0,1,5985,11,34033,-86,33,134,2014,4,15,7,9,0
6199,2429,1232,6436,7,5,11,0,12,0,1,584,688,0,111,37,26,2008,6,24,13,10,20
6200,1045,0,7490,0,5,3,3,0,0,1,8832,552,4864,-121,45,134,2011,1,3,17,16,42
6201,1136,5077,4367,4,5,1,1,0,0,1,6587,139,9383,145,-6,95,2014,12,52,22,23,0
6202,3211,6263,3897,7,5,3,1,10,21,1,5673,228,0,104,33,26,2013,12,49,3,20,30
6203,1045,0,7405,0,5,3,3,0,0,1,8553,552,2253,-124,42,134,2012,11,47,20,7,3
6204,2068,3440,1324,6,5,3,1,0,0,1,4053,107,2666,16,38,62,2011,11,47,22,0,0
6205,1045,0,5209,0,5,3,3,0,0,1,8551,552,2904,-122,42,134,2012,11,47,20,9,11
6206,765,877,4216,2,5,3,1,0,0,1,7938,199,17491,87,26,86,2015,9,36,3,0,0
6207,200,2449,7948,7,5,3,1,0,0,1,6525,807,17123,78,30,56,2014,8,34,18,0,0
6208,1968,527,1624,6,5,3,1,0,0,1,2764,185,3000000,-66,10,137,2010,11,47,27,23,0
6209,2607,5213,4646,4,5,3,1,0,0,1,1209,340,14540,74,14,56,2009,10,40,2,0,0
6210,1248,5448,6539,4,5,11,2,0,0,1,6001,552,1161,-122,44,134,2014,4,17,27,0,0
6211,3248,6614,943,6,5,3,1,0,0,1,5716,207,25500,0,51,133,2013,12,52,24,4,0
6212,600,790,7120,0,0,13,0,0,0,1,294,766,0,105,20,138,2007,10,40,5,0,0
6213,1240,5418,3567,6,5,11,0,0,0,1,4695,205,9152,35,1,69,2012,12,52,29,13,0
6214,1703,148,4047,6,8,3,1,0,0,1,5189,423,25997,73,19,56,2013,7,30,25,5,0
6215,3186,5735,6514,6,5,11,1,5,0,2,4937,215,47571,80,29,86,2013,6,25,17,0,0
6216,899,4387,1123,6,6,3,2,0,0,1,7025,547,39223,-95,35,134,2015,5,22,29,0,0
6217,1765,2408,4120,0,5,13,1,0,0,1,2482,247,0,110,21,26,2010,9,38,21,8,0
6218,3123,4759,3023,2,5,11,1,0,0,1,4846,373,1453975,101,3,78,2013,5,19,8,3,0
6219,1045,0,5175,0,5,3,3,0,0,1,8128,552,2151,-123,45,134,2015,12,50,8,14,2
6220,2256,4099,3184,1,5,3,1,0,0,1,3390,545,5259,-84,39,134,2011,4,16,21,0,0
6221,2046,681,8163,4,5,3,2,0,0,1,3063,201,0,125,10,98,2011,1,4,27,0,0
6222,624,3670,6954,4,5,3,1,0,0,1,2927,201,189090,124,11,98,2011,1,52,2,0,0
6223,2304,1019,1811,1,6,3,2,0,0,1,4246,273,371657,-157,21,134,2012,3,10,6,1,30
6224,2742,5801,6587,4,5,11,1,0,0,1,770,199,8767,87,27,86,2008,9,36,2,0,0
6225,1702,131,7006,4,5,3,1,0,0,1,4241,434,223523,93,25,56,2012,3,9,4,0,0
6226,1785,2488,7951,0,5,3,1,7,0,1,2069,695,0,101,28,26,2010,7,28,13,4,0
6228,2102,3543,7576,4,5,3,1,0,0,1,609,749,98238,76,11,56,2008,6,26,25,0,0
6229,1045,0,7526,0,5,3,3,0,0,1,8517,552,532,-123,46,134,2012,12,51,19,18,2
6230,1703,143,4077,1,5,3,2,0,0,1,5054,282,28217,76,31,56,2013,7,27,7,0,0
6231,2585,1537,819,1,5,3,1,0,0,1,4317,123,75739,109,-6,57,2012,4,14,8,21,0
6232,650,1540,7111,4,5,3,0,0,0,1,3646,747,44563,98,16,126,2011,6,25,24,0,0
6233,2061,3387,7761,1,5,3,0,0,0,1,2151,695,0,102,29,26,2010,7,30,27,5,0
6234,2586,5161,2404,1,5,3,1,12,0,1,2342,630,0,40,41,128,2010,8,34,26,18,0
6235,1045,0,5028,0,5,3,3,0,0,1,8494,552,6336,-124,42,134,2013,1,3,19,11,3
6236,1045,0,5043,0,5,3,3,0,0,1,8057,552,2033,-124,44,134,2015,12,51,17,22,2
6237,1045,0,4953,0,5,3,3,0,0,1,8311,552,9477,-123,46,134,2014,3,14,31,9,22
6238,2747,5907,5843,2,5,3,1,3,0,1,3429,717,0,119,-3,57,2011,4,17,27,20,0
6239,1463,1851,171,1,5,3,1,0,0,1,7130,571,2633,-79,40,134,2015,4,16,19,0,0
6240,2599,5190,2054,6,5,3,1,0,0,1,3783,682,3949,-4,57,133,2011,7,28,15,0,0
6241,1821,2596,704,2,5,11,1,2,0,1,3898,143,32523,92,22,10,2011,8,32,8,0,0
6242,2717,5607,2753,1,5,3,1,0,0,1,1809,762,31279,-86,35,134,2010,5,17,2,0,0
6243,2529,4960,1290,6,2,3,1,0,0,1,1171,93,2192,-123,50,24,2009,9,38,19,2,0
6244,1736,186,5851,4,5,3,1,0,0,1,755,699,30700,88,27,56,2008,8,35,28,0,0
6245,1114,5035,2519,6,5,3,0,6,1,1,8235,818,568313,-96,19,80,2015,9,38,17,0,0
6246,2443,1333,3961,6,5,11,1,0,0,1,4737,178,4400,126,7,98,2013,1,5,28,19,0
6247,1824,2632,2152,6,5,3,1,0,0,1,4269,228,0,103,36,26,2012,3,11,17,19,40
6248,658,5953,4799,6,5,3,0,0,0,1,6725,522,0,123,0,57,2015,1,3,18,0,0
6249,2941,6534,878,2,6,3,2,0,0,1,1850,762,2912,-86,36,134,2010,5,18,9,0,0
6250,3007,2799,2328,6,6,3,1,0,0,1,4971,306,3897,-91,43,134,2013,6,25,23,3,20
6251,2955,2038,1018,1,6,3,1,0,0,1,4969,556,1200,170,-45,87,2013,6,25,20,0,0
6252,1332,3129,3531,6,5,3,3,0,0,1,5910,121,77366,178,-17,41,2014,2,9,28,0,0
6254,2642,1593,2046,6,6,11,2,0,0,1,2994,833,103019,-122,47,134,2011,1,2,13,0,0
6255,2517,4892,8429,6,0,3,0,0,0,1,3003,833,3532,-124,48,134,2011,1,2,14,19,0
6256,93,2136,3146,0,8,3,2,0,0,1,9311,109,3600,-123,40,134,2016,2,7,18,0,0
6257,3258,6606,1689,2,5,3,1,2,0,1,732,486,9246,137,36,65,2008,8,34,19,0,0
6258,2797,6142,6356,6,5,11,2,0,0,1,4156,109,1205,-124,41,134,2012,1,3,19,17,0
6259,2994,2620,1676,6,5,11,0,0,0,1,4867,319,0,114,25,26,2013,5,20,16,0,0
6260,653,3737,7600,1,5,3,1,0,0,1,5847,207,1142,-1,50,133,2014,2,6,8,0,0
6261,2680,5430,8081,6,8,3,1,0,0,1,898,273,4551,-158,21,134,2008,11,47,21,0,0
6262,1516,6313,7987,2,6,3,2,0,0,1,6007,505,1849,-73,40,134,2014,4,18,30,23,0
6263,2751,5974,99,0,5,3,1,0,0,1,2851,833,12598,-122,47,134,2010,12,50,13,9,0
6265,1867,2782,3040,4,5,3,1,0,0,1,4352,634,19294,116,6,78,2012,5,18,6,15,0
6266,1535,1064,864,1,8,3,2,0,0,1,8468,516,4576,-82,35,134,2015,9,40,29,15,0
6267,2307,4258,2031,7,5,3,1,0,0,1,3075,115,6193,125,8,98,2011,1,4,30,0,0
6268,1873,2822,7064,7,5,11,0,60,0,1,511,123,50059,111,-7,57,2008,4,18,28,0,0
6269,1045,0,5028,0,5,3,3,0,0,1,8614,552,6336,-124,42,134,2012,3,13,30,9,21
6270,308,336,6872,1,5,13,0,27,0,1,9508,874,0,119,28,26,2016,10,40,4,17,0
6271,2195,3853,15,2,5,3,1,0,0,1,4399,93,125109,-119,49,24,2012,6,23,10,0,0
6272,1821,2594,1059,7,5,3,1,0,0,1,792,774,0,95,29,26,2008,9,38,16,0,0
6273,1045,0,7509,0,5,3,3,0,0,1,8081,552,2344,-122,45,134,2015,12,50,10,22,12
6274,1319,5696,1644,2,5,3,1,2,0,1,1972,143,253788,92,21,10,2010,6,24,15,0,0
6275,2976,2392,3411,6,5,3,1,0,0,1,5061,349,2231,-83,37,134,2013,7,28,8,0,0
6276,2970,2304,3429,1,5,11,1,0,0,1,5364,109,32684,-118,35,134,2013,8,34,19,17,0
6277,2877,1973,4594,1,5,3,2,0,0,1,1756,699,30700,88,27,56,2010,4,15,17,0,0
6278,2360,4424,6279,4,5,3,1,2,0,1,2571,215,44758,80,28,86,2010,10,40,8,0,0
6279,612,3631,4425,1,8,3,2,0,0,1,1939,507,1444,150,-34,7,2010,6,22,3,23,0
6280,3000,2697,3918,6,5,11,1,0,0,1,5127,157,5858,-105,40,134,2013,7,29,18,0,0
6281,2442,1399,5257,4,5,3,1,0,0,1,761,6,352361,137,34,65,2008,8,35,29,0,0
6282,2301,1016,6297,1,5,3,1,0,0,1,1726,627,0,-43,-22,17,2010,4,14,6,0,0
6283,1676,2172,4254,7,6,3,1,1,0,1,744,479,7182,-99,19,80,2008,8,35,25,0,0
6284,2591,5176,5968,6,5,11,1,0,0,1,4657,552,8590,-123,44,134,2012,12,49,5,0,0
6285,1045,0,2865,0,5,3,3,0,0,1,8324,552,1615,-123,42,134,2014,3,13,28,11,27
6286,2132,3657,490,7,5,3,1,0,0,1,1930,40,14927,95,28,56,2010,5,22,31,0,0
6287,627,795,5465,1,5,3,2,0,0,1,8745,423,100000,73,19,56,2016,6,25,21,9,0
6288,2966,2249,174,1,5,10,2,0,0,1,5681,623,16920,4,45,42,2013,12,50,9,23,0
6289,1069,1460,6367,0,8,3,1,0,0,1,9173,93,3551,-123,49,24,2016,1,1,7,1,30
6290,627,797,987,1,5,1,3,2,0,1,9334,43,10942,92,24,56,2016,5,20,18,8,0
6291,469,610,2115,4,5,3,2,0,0,1,6433,468,4270,-113,47,134,2014,7,29,16,0,0
6292,1045,0,5095,0,5,3,3,0,0,1,8166,552,16612,-118,45,134,2015,10,40,2,12,2
6293,2063,3411,4501,7,5,3,1,0,0,1,612,851,2860,83,28,86,2008,6,26,27,0,0
6294,2309,4272,3465,6,6,3,1,4,0,1,3323,371,0,98,8,126,2011,3,13,30,0,0
6295,1342,5819,5270,1,5,3,0,5,3,1,8237,39,18739,92,27,56,2016,7,26,1,0,0
6296,2802,1809,4060,7,5,11,1,0,0,1,3747,282,8341,77,32,56,2011,7,27,8,0,0
6298,1779,2438,3444,4,0,3,1,0,0,1,862,94,64409,114,4,18,2008,10,43,26,0,0
6299,1299,1204,5488,0,5,3,1,1,5,1,6981,579,14797,98,7,126,2015,6,24,13,0,0
6300,2413,1167,6258,1,5,3,0,9,0,1,4095,495,2394,-77,1,27,2011,12,50,15,0,0
6301,2024,646,8030,7,5,3,1,0,0,1,5323,343,7750,75,34,56,2013,8,33,13,0,0
6302,1397,5375,102,1,5,3,1,0,0,1,5903,804,6051,-111,41,134,2014,2,9,27,0,0
6303,2442,1389,758,6,5,13,0,1,0,1,1192,165,6192,120,16,98,2009,9,39,26,0,0
6304,3020,3011,1808,6,5,3,1,2,0,1,5487,512,1600,85,27,86,2013,9,37,9,23,0
6305,1980,584,3788,0,5,11,4,0,0,1,5468,413,0,104,22,138,2013,9,36,5,0,0
6306,1422,1791,2245,1,5,3,2,0,2,1,6972,423,20000,72,19,56,2015,6,24,12,11,15
6307,765,871,900,6,5,8,1,0,0,1,7362,851,23296,83,28,86,2015,7,31,30,23,0
6308,1853,2735,321,6,5,3,2,0,0,1,2489,207,13772,-1,53,133,2010,9,38,23,23,0
6309,634,1400,7933,6,6,13,1,6,0,1,201,595,1414,-97,19,80,2007,8,34,23,0,0
6310,1983,3081,2319,1,5,11,2,0,0,1,4138,571,305704,-80,40,134,2012,1,2,11,0,0
6311,2494,4823,2704,4,6,3,1,0,0,1,3653,93,2587,-121,55,24,2011,6,25,25,1,30
6312,1289,5584,8291,6,5,3,1,0,0,1,4385,512,1464,88,27,56,2012,6,22,3,0,0
6313,1252,5458,3042,6,6,3,2,0,0,2,773,512,145639,103,1,112,2008,9,36,3,0,1
6315,1086,4926,6636,2,5,13,1,1,0,1,7725,164,2842,120,16,98,2015,8,34,21,0,0
6316,3232,6414,4123,1,6,11,2,0,0,1,5046,508,8053,-75,43,134,2013,7,27,6,0,0
6317,2983,2465,7232,0,5,11,1,4,7,1,4950,340,53331,75,12,56,2013,6,25,18,8,0
6318,2508,1456,3002,4,5,3,1,0,0,1,2188,233,10414,74,36,93,2010,8,30,1,0,0
6319,2832,6230,6840,0,2,3,1,0,0,1,9614,109,8656,-118,35,134,2015,10,42,15,0,0
6320,641,3693,781,6,5,13,1,0,0,1,6724,82,4089,124,13,98,2015,1,4,19,0,0
6321,2277,987,939,2,5,4,1,0,0,1,5147,438,26550,174,-41,87,2013,7,29,21,0,0
6322,2442,1379,6233,4,5,11,1,0,0,1,474,852,65265,122,10,98,2008,3,10,7,0,0
6323,2113,769,2903,4,5,3,1,0,0,1,3565,350,11248,76,9,56,2011,6,22,2,0,0
6324,635,1362,5780,5,5,11,1,4,2,1,9075,456,29356,121,13,98,2015,12,51,18,0,0
6325,121,2231,3532,6,5,3,0,8,1,1,5780,522,0,124,1,57,2014,1,3,14,0,0
6326,3177,5600,827,6,5,3,1,1,0,1,5499,106,2795,121,14,98,2013,9,37,11,0,0
6327,212,354,8414,1,8,3,2,0,0,1,7654,157,1034,-105,39,134,2016,4,16,19,0,0
6328,2845,1908,2985,4,5,11,0,21,0,1,585,40,44971,93,27,56,2008,6,24,14,0,0
6329,1045,0,7491,0,5,3,3,0,0,1,8475,552,4864,-121,45,134,2013,5,21,22,16,6
6330,2087,3482,8237,2,5,3,1,0,0,1,2041,807,20216,78,30,56,2010,7,27,6,0,0
6331,1660,2110,2760,6,5,3,1,0,0,1,4478,165,272714,120,16,98,2012,8,33,15,0,0
6332,2302,4240,8372,1,6,3,2,0,0,1,3279,109,8962,-122,37,134,2011,3,12,24,0,0
6333,3233,6424,2339,2,6,3,2,0,0,1,5318,349,1706,-82,37,134,2013,8,33,13,16,58
6334,497,647,5825,1,5,11,2,0,0,1,6174,343,7317,75,33,56,2014,7,30,22,5,30
6335,2598,1547,7683,6,5,1,1,0,0,1,5942,398,3841,8,44,62,2014,3,10,9,0,0
6336,1686,2208,35,6,5,3,1,3,0,1,1322,523,0,98,2,57,2009,11,47,22,0,0
6337,1045,0,5077,0,5,3,3,0,0,1,8841,552,2033,-123,44,134,2011,1,2,16,16,20
6338,80,2191,4330,4,8,11,2,1,1,1,8973,464,669,14,41,62,2015,11,48,27,0,0
6339,1703,142,6331,6,5,11,1,0,1,1,4859,43,899094,91,26,56,2013,5,19,11,0,0
6340,2584,0,4130,4,5,13,1,0,0,1,3530,178,18668,126,7,98,2011,5,21,23,0,0
6341,181,2370,3665,1,8,11,2,0,0,1,9329,843,2406,-81,37,134,2016,2,8,22,0,0
6342,1049,4850,5742,4,5,13,1,0,0,1,6307,543,22264,84,19,56,2014,10,41,12,0,0
6344,654,6680,1919,1,5,1,2,0,0,1,6939,207,6166,-1,50,133,2014,4,17,27,0,0
6345,925,4564,3061,2,5,3,1,0,0,1,7613,343,80447,75,32,56,2015,8,32,8,0,0
6346,779,3903,165,1,6,3,1,0,0,2,5937,833,89306,-122,47,134,2014,3,10,8,0,0
6347,530,686,1108,1,5,11,2,0,0,1,6377,93,4738,-121,49,24,2014,11,45,8,14,0
6348,2301,1016,2717,1,5,3,1,0,0,1,1699,627,6023699,-43,-22,17,2010,4,14,6,0,0
6349,2603,5200,7925,6,5,13,1,0,0,1,2483,247,0,111,22,26,2010,9,38,21,0,0
6350,2464,4722,7617,6,5,3,1,0,0,1,4172,507,1190,153,-28,7,2012,1,4,27,0,0
6351,1045,0,5022,0,5,3,3,0,0,1,8657,552,1444,-124,43,134,2012,3,11,13,7,39
6352,1389,6784,1649,1,5,3,2,0,0,1,9130,682,2665,-4,57,133,2015,12,53,30,0,0
6353,2769,1716,3046,2,5,3,1,0,0,1,834,597,140849,100,5,78,2008,10,41,10,0,0
6354,464,3145,5745,4,5,11,1,9,0,1,6069,453,0,82,28,86,2014,6,25,19,23,0
6355,2823,6204,2165,6,5,13,1,0,0,1,2664,667,15968,-60,10,127,2010,10,43,31,8,0
6356,2584,5143,1179,4,5,3,1,9,0,1,2592,127,47778,122,0,57,2010,10,41,12,0,0
6357,1702,133,3480,7,5,3,1,0,0,1,4436,40,10187,95,26,56,2012,6,26,25,0,0
6358,2747,5881,1510,6,5,3,1,0,0,1,1324,123,0,109,-7,57,2009,11,47,22,0,0
6360,2338,4353,1487,2,6,3,1,0,0,1,3916,43,135860,93,25,56,2011,8,32,13,8,0
6361,130,2246,1657,6,6,11,2,0,0,1,9132,35,2648,-93,35,134,2015,12,53,29,0,0
6362,2911,6400,6018,1,6,3,2,0,0,1,1437,109,19653,-118,34,134,2010,1,3,21,15,0
6363,1422,1807,3804,1,5,3,1,1,0,1,7034,836,4026,88,27,56,2015,6,27,30,0,0
6364,2662,5357,3398,4,8,13,1,0,0,1,2619,165,272714,120,16,98,2010,10,42,18,23,0
6365,2839,1892,8751,6,5,3,1,0,0,1,2733,207,2293,-4,50,133,2010,11,46,17,4,0
6366,4,2027,62,1,0,3,2,0,0,1,946,109,3841,-116,32,134,2008,12,52,22,0,0
6367,776,3910,1189,4,6,11,1,0,0,1,6749,833,20254,-122,47,134,2015,2,6,7,18,0
6368,2585,1531,2216,6,5,11,1,0,0,1,4308,839,150932,107,-6,57,2012,4,14,5,14,0
6369,1149,6752,1382,7,5,3,1,0,0,1,150,807,2000,79,30,56,2007,7,31,30,0,0
6370,2750,1703,5391,7,0,3,1,0,0,1,929,65,401270,2,39,118,2008,12,50,14,0,0
6371,2258,4109,5945,4,6,3,1,3,0,1,1300,627,6023699,-43,-23,17,2009,11,47,16,0,0
6372,1045,0,7432,0,5,3,3,0,0,1,8529,552,1286,-123,45,134,2012,12,49,3,22,44
